# name	group	country	url
Bloomberg TV+	Business	US	https://86ebec83.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/UmFrdXRlblRWLWV1X0Jsb29tYmVyZ1RWUGx1c19ITFM/playlist.m3u8
Bloomberg TV+ (2160p)	Business	US	https://d8975dc3.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/U2Ftc3VuZy1nYl9CbG9vbWJlcmdUVlBsdXNfSExT/playlist.m3u8
BMG TV	Business	GE	https://tv.nucast.tv/lb/ge/bmg/index.m3u8
Business Rockstars (720p)	Business	US	https://stream-us-east-1.getpublica.com/playlist.m3u8?network_id=2220
Cafe Trade TV	Business	IR	https://cafetradehls.wns.live/hls/stream.m3u8
Canal Pro	Business	PY	https://www.desde-paraguay.com/pro.m3u8
CGTN Global Biz	Business	CN	https://amg01314-amg01314c6-distrotv-us-10220.playouts.now.amagi.tv/playlist/amg01314-cgtn-cgtnglobalbiz-distrotvus/playlist.m3u8
CGTN Global Biz (1080p)	Business	CN	https://fastlive.cctvplus.com/out/v1/2b3d8a0c805d437f9dc85b764c2ac599/index.m3u8
Class CNBC (1080p) [Geo-blocked]	Business	IT	https://amg14891-amg14891c5-amgplt0020.playout.now3.amagi.tv/playlist.m3u8
CNBC Arabiya (1080p)	Business	AE	https://cnbc-live.akamaized.net/cnbc/master.m3u8
CNBC Awaaz (1080p)	Business	IN	https://n18syndication.akamaized.net/bpk-tv/CNBC_Awaaz_NW18_MOB/output01/master.m3u8
CNBC Bajar (1080p)	Business	IN	https://n18syndication.akamaized.net/bpk-tv/CNBC_Bazaar_NW18_MOB/output01/master.m3u8
CNBC Europe	Business		https://amg01079-nbcuuk-amg01079c1-samsung-es-1261.playouts.now.amagi.tv/playlist/amg01079-nbcuukfast-cnbcpe-samsunges/playlist.m3u8
CNBC Indonesia (720p)	Business	ID	https://live.cnbcindonesia.com/livecnbc/smil:cnbctv.smil/playlist.m3u8
CNBC TV18 (1080p)	Business	IN	https://n18syndication.akamaized.net/bpk-tv/CNBC_TV18_NW18_MOB/output01/index.m3u8
CNBC TV18 Prime HD (1080p)	Business	IN	https://n18syndication.akamaized.net/bpk-tv/CNBC_Tv18_Prime_HD_NW18_MOB/output01/index.m3u8
DeFiance Media (1080p)	Business	PR	https://amg01529-defiancetv-defiancemedia-glewed-tre8x.amagi.tv/playlist.m3u8
EntrepreneurTV	Business	US	https://cineverse-entrepreneurtv-entrepreneurtv-1-us.ono.wurl.tv/playlist.m3u8
EntrepreneurTV	Business	US	https://a-cdn.klowdtv.com/live3/entrepreneurtv_720p/playlist.m3u8
EntrepreneurTV (720p)	Business	US	https://stream-us-east-1.getpublica.com/playlist.m3u8?network_id=2506
ET Now Swadesh (720p)	Business	IN	https://d32gxr3r1ksq2p.cloudfront.net/master.m3u8
Fox Business Network (480p)	Business	US	https://247preview.foxbusiness.com/hls/live/2020026/fbnv3preview/primary.m3u8
JOB TV (1080p)	Business	RO	https://jobtvserver.eu/hls/stream.m3u8
Moconomy	Business		https://amogonetworx-moconomy-2-us.tcl.wurl.tv/playlist.m3u8
NDTV Profit (1080p)	Business	IN	https://ndtvprofit.akamaized.net/hls/live/2107404/ndtvprofit/master_1.m3u8
NDTV Profit (1080p)	Business	IN	https://ndtvprofit.akamaized.net/hls/live/2107404/ndtvprofit/chunklist_5.m3u8
Negocios TV (1080p)	Business	ES	https://streaming013.gestec-video.com/hls/negociostv.m3u8
NW Economie (576p)	Business	TG	https://hls.newworldtv.com/nw-economie/video/live.m3u8
QBC	Business	QA	https://live.kwikmotion.com/qbusinesslive/qbusiness.smil/playlist.m3u8
RBK-TV	Business	RU	https://uiptv.do.am/1ufc/701293058/playlist.m3u8
RBK-TV	Business	RU	http://92.50.128.180/utv/1358/index.m3u8
RBK-TV	Business	RU	https://online-video.rbc.ru/spb/rbctv_spb.m3u8
RBK-TV	Business	RU	http://online-video.rbc.ru/online2/rbctv.m3u8
Schwab Network	Business	US	https://content.uplynk.com/channel/f9aafa1f132e40af9b9e7238bc18d128.m3u8
Schwab Network (1080p)	Business	US	https://tdameritrade-distro.amagi.tv/playlist.m3u8
Telewizja Biznesowa (1080p)	Business	PL	https://s-pl-01.mediatool.tv/playout/tbpl-abr/index.m3u8
Tevex	Business	CL	https://v4.tustreaming.cl/tevexinter/index.m3u8
Tevex (1080p)	Business	CL	https://v2.tustreaming.cl/tevex/index.m3u8
Yahoo! Finance	Business	US	https://amg00119-amg00119c1-firetv-us-4205.playouts.now.amagi.tv/playlist.m3u8
Yahoo! Finance	Business	US	https://yahoo-plex.amagi.tv/hls/amagi_hls_data_yahoofina-yahoofinance-plex/CDN/playlist.m3u8
Yahoo! Finance	Business	US	https://yahoo-plex.amagi.tv/playlist.m3u8
Yahoo! Finance	Business	US	https://yahoo-roku-us.amagi.tv/playlist.m3u8
Yahoo! Finance	Business	US	https://yahoo-samsung.amagi.tv/playlist.m3u8
Yahoo! Finance	Business	US	https://yahoo-vizio.amagi.tv/playlist.m3u8
Yahoo! Finance (1080p)	Business	US	https://d1ewctnvcwvvvu.cloudfront.net/playlist.m3u8
Zee Business	Business	IN	https://dwby15d04agvq.cloudfront.net/index_1.m3u8
Zee Business (720p)	Business	IN	https://dwby15d04agvq.cloudfront.net/index_5.m3u8
apart TV (1080p)	Business;Culture;Lifestyle	LU	https://2-fss-2.streamhoster.com/pl_124/206820-4338160-1/playlist.m3u8
Bloomberg Originals	Business;Documentary	US	https://e96a7526.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/UmFrdXRlblRWLWV1X0Jsb29tYmVyZ09yaWdpbmFsc19ITFM/playlist.m3u8
Bloomberg Originals (1080p)	Business;Documentary	US	https://86fdc85a.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/TEctZ2JfQmxvb21iZXJnT3JpZ2luYWxzX0hMUw/playlist.m3u8
Bloomberg Originals (1080p)	Business;Documentary	US	https://bloomberg.com/media-manifest/streams/qt.m3u8
Asharq News (1080p)	Business;News	SA	https://live-news.asharq.com/asharq.m3u8
Asharq Radio (1080p)	Business;News	SA	https://svs.itworkscdn.net/asharqradiovlive/asharqradiov/playlist.m3u8
Canal E (720p)	Business;News	AR	https://unlimited1-us.dps.live/perfiltv/perfiltv.smil/playlist.m3u8
CNBC (1080p)	Business;News	GB	https://amg01079-nbcuuk-amg01079c2-samsung-gb-1258.playouts.now.amagi.tv/playlist.m3u8
CNBC Mongolia (720p)	Business;News	MN	https://cdn4.skygo.mn/live/disk1/CNBC/HLSv3-FTA/CNBC.m3u8
QBC (1080p)	Business;News	QA	https://googlecdn1.alkassdigital.net/livestream/qbc4/main.m3u8
CNBC-e	Business;Series	TR	https://hnpsechtsc.turknet.ercdn.net/xpnvudnlsv/cnbc-e/cnbc-e.m3u8
ICI Télé HD Ⓖ	Canada	CA	https://rcavlive.akamaized.net/hls/live/696615/xcancbft/master.m3u8
Bio Bio TV	Chile	CL	https://redirector.rudo.video/hls-video/339f69c6122f6d8f4574732c235f09b7683e31a5/bbtv/bbtv.smil/playlist.m3u8
Canal 13	Chile	CL	https://redirector.dps.live/hls/13cl/playlist.m3u8
El Pingüino TV	Chile	CL	https://redirector.rudo.video/hls-video/339f69c6122f6d8f4574732c235f09b7683e31a5/pinguinotv/pinguinotv.smil/playlist.m3u8
Mega	Chile	CL	https://unlimited2-cl-isp.dps.live/mega/mega.smil/playlist.m3u8
SoloTV	Chile	CL	https://stream.making.cl/memfs/ee909361-73e9-4e74-8391-5f1b0b8006c2.m3u8
T13 en vivo	Chile	CL	https://redirector.rudo.video/hls-video/10b92cafdf3646cbc1e727f3dc76863621a327fd/t13/t13.smil/playlist.m3u8
UCL	Chile	CL	https://redirector.rudo.video/hls-video/c54ac2799874375c81c1672abb700870537c5223/ucl/ucl.smil/playlist.m3u8
UCV Televisión	Chile	CL	https://unlimited1-cl-isp.dps.live/ucvtv2/ucvtv2.smil/playlist.m3u8
Beverly Hillbillies	Classic	US	https://jmp2.uk/plu-5f7796e470510900070d4e3d.m3u8
Cinevault Westerns (540p) [Geo-blocked]	Classic	US	https://gsn-cinevault-westerns-2-us.roku.wurl.tv/playlist.m3u8
Classic TV	Classic	IR	https://clshls.wns.live/hls/stream.m3u8
Classic TV Crime Drama	Classic	US	https://jmp2.uk/plu-61325c4f982acd000723287e.m3u8
Classic TV Drama	Classic	US	https://jmp2.uk/plu-5f15e3cccf49290007053c67.m3u8
Classic TV: Families	Classic	US	https://jmp2.uk/plu-61325d18f5166c00081b84e0.m3u8
FilmRise Classic TV (720p)	Classic	US	https://d2tv4k5moji5m7.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-lu4pzh9l4b57p/master.m3u8
Hogan's Heroes	Classic	US	https://jmp2.uk/plu-68939e206727ec919bb39061.m3u8
MacGyver	Classic	US	https://jmp2.uk/plu-63eb9dc84e83e70008abea92.m3u8
MacGyver	Classic	US	https://jmp2.uk/plu-63eb95baa99571000898a078.m3u8
Pluto TV Classic TV	Classic	DE	https://jmp2.uk/plu-5d134a74ca91eedee1630faa.m3u8
Pluto TV Classic TV Families	Classic	US	https://jmp2.uk/plu-62e91af00c43540007f2bb43.m3u8
Pluto TV Classic TV Variety	Classic	US	https://jmp2.uk/plu-68d25c623175a2780d051d3a.m3u8
Pluto TV Desenhos Clássicos	Classic	US	https://jmp2.uk/plu-655e5c4d2c46f3000877a54b.m3u8
Pluto TV Retro Crime Action	Classic	US	https://jmp2.uk/plu-69aee8a1acb7eb0bb68df641.m3u8
Pluto TV Retro Crime Drama	Classic	US	https://jmp2.uk/plu-630f1e6073bd1800082107f0.m3u8
Pluto TV Series Retro	Classic	US	https://jmp2.uk/plu-5de802659167b10009e7deba.m3u8
Pluto TV Sherlock	Classic	DE	https://jmp2.uk/plu-5dc2c00abfed110009d97243.m3u8
Puto TV Classic TV Crime Drama	Classic	US	https://jmp2.uk/plu-696e61287d2afdec4ff2cb75.m3u8
Retro	Classic	RU	https://stream8.cinerama.uz/1047/tracks-v1a1/mono.m3u8
Retro (576p)	Classic	RU	http://stream.mcquack.net/191/index.m3u8
Retro TV	Classic	US	https://lukentvlive.vgcdn.net/v1/master/cef183924f24adfa3d5d7601c3a17769082c0c2b/retro/index.m3u8
Retro TV (720p)	Classic	US	https://freecast-lukentvlive.vgcdn.net/out/v1/665e9f91614b43b0a0654e9317f1d9f3/index.m3u8
RetroCrush	Classic	US	https://d2nqmwm1ndpgi2.cloudfront.net/playlist.m3u8
Retrox TV (720p) [Not 24/7]	Classic	CR	https://lbgo.bozztv.com/ssh101/ssh101/retyroxtv/playlist.m3u8
Rotana Classic (1080p) [Geo-blocked]	Classic	SA	https://rotana.hibridcdn.net/rotananet/classical_net-7Y83PP5adWixDF93/playlist.m3u8
The Andy Griffith Show	Classic	US	https://jmp2.uk/plu-62e9145ec07f2a00070e68dc.m3u8
The Andy Griffith Show	Classic	US	https://jmp2.uk/plu-60f75178e7f8aa0007e9c259.m3u8
The Archive (1080p)	Classic	US	https://linear-1080.frequency.stream/dist/cineverse/1080/hls/master/playlist.m3u8
The Carol Burnett Show	Classic	US	https://aegis-cloudfront-1.tubi.video/e17b8de5-e8b7-415a-8377-5707a2f9a727/playlist.m3u8
The Carol Burnett Show (1080p)	Classic	US	https://carolburnett-vizio.amagi.tv/playlist.m3u8
The Love Boat	Classic	US	https://jmp2.uk/plu-5f7794a788d29000079d2f07.m3u8
Thikrayat TV (1080p) [Geo-blocked]	Classic	SA	https://shd-gcp-live.edgenextcdn.net/live/bitmovin-thikrayat/8cfa8fe0c96275735745b89c683b27e3/index.m3u8
TVN3 (1080p) [Geo-blocked]	Classic	CL	https://mdstrm.com/live-stream-playlist/5653641561b4eba30a7e4929.m3u8
TVS Cipher Network (360p)	Classic	US	https://rpn.bozztv.com/gusa/gusa-tvsmystery/index.m3u8
TVS Classic Movies (288p)	Classic	US	https://rpn.bozztv.com/gusa/gusa-tvsclassicmovies/index.m3u8
TVS Hollywood History (582p)	Classic	US	https://rpn.bozztv.com/gusa/gusa-tvshollywoohistory/index.m3u8
TVS Mainstreet (360p) [Not 24/7]	Classic	US	https://rpn.bozztv.com/gusa/gusa-tvsmainst/index.m3u8
TVS Nostalgia (472p)	Classic	US	https://rpn.bozztv.com/gusa/gusa-nostalgia/index.m3u8
TVS Nostalgia Movies (480p)	Classic	US	https://rpn.bozztv.com/gusa/gusa-tvsNostalgiaMovies/index.m3u8
TVS Pet Parade Network (360p)	Classic	US	https://rpn.bozztv.com/gusa/gusa-petparadenetwork/index.m3u8
TVS Quiz Show Network (720p)	Classic	US	https://rpn.bozztv.com/gusa/gusa-tvsgameshow/index.m3u8
TVS Talk Network (360p)	Classic	US	https://rpn.bozztv.com/gusa/gusa-TVStalk/index.m3u8
TVS Tally Ho (360p)	Classic	US	https://rpn.bozztv.com/gusa/gusa-tvstallyho/index.m3u8
TVS Tavern (480p)	Classic	US	https://rpn.bozztv.com/gusa/gusa-tavern/index.m3u8
TVS Western Movie (270p)	Classic	US	https://rpn.bozztv.com/gusa/gusa-tvswesternmovies/index.m3u8
Wanted: Dead or Alive (720p)	Classic	US	https://aegis-cloudfront-1.tubi.video/d5171dc7-f8c6-469c-81eb-e1ffaaed5721/playlist.m3u8
Western TV	Classic	US	https://jmp2.uk/plu-5e8df4bc16e34700077e77d3.m3u8
I Love Lucy	Classic;Comedy	US	https://jmp2.uk/plu-63a2f1dda0d69700078b7cba.m3u8
I Love Lucy	Classic;Comedy	US	https://jmp2.uk/plu-634f3011f4fff20007431641.m3u8
The Beverly Hillbillies	Classic;Comedy	US	https://jmp2.uk/plu-6565fefdc917a50008485cc6.m3u8
3Cat Plats bruts (1080p)	Classic;Comedy;Public;Series	ES	https://fast-tailor.3catdirectes.cat/v1/channel/ccma-channel2/hls.m3u8
Artflix Movie Classics (720p)	Classic;Movies	US	https://amogonetworx-artflix-1-nl.samsung.wurl.tv/playlist.m3u8
Movify Kino (576p)	Classic;Movies	LV	https://void.greenhosting.ru/MovifyKino_Mpeg4/index.m3u8
Pluto TV Danske klassikere	Classic;Movies	SE	https://jmp2.uk/plu-67d2b814fe36d6e7b1d2318a.m3u8
Pluto TV Retro Action Movies	Classic;Movies	US	https://jmp2.uk/plu-69a9ae4d3bd16a4ed04240d7.m3u8
Smotrim 100% Klassika (720p)	Classic;Movies	RU	https://stream.smotrim.ru/hls/fasttv03/playlist_3.m3u8
Xtrema Cine Clasico	Classic;Movies	AR	https://stmv6.voxtvhd.com.br/cineclasico/cineclasico/playlist.m3u8
BRIDGE Classic (576p)	Classic;Music	RU	http://stream.mcquack.net/272/index.m3u8
Persiana Nostalgia	Classic;Music	FR	https://noshls.persiana.live/hls/stream.m3u8
ZillarBarta News	Classic;News	IN	https://server.zillarbarta.com/zillarbarta/index.m3u8
AWTV (1080p) [Geo-blocked]	Classic;Series	BR	https://awtv.nuvemplay.live/hls/stream.m3u8
Becker	Classic;Series	SE	https://jmp2.uk/plu-672e157d7d5da5000812872d.m3u8
Becker	Classic;Series	SE	https://jmp2.uk/plu-672e1634e482950008c759a5.m3u8
Becker	Classic;Series	SE	https://jmp2.uk/plu-672e16f5daad7f0008929a0d.m3u8
Cin Cin	Classic;Series	DE	https://jmp2.uk/plu-65cb78b83a116800079e2e35.m3u8
Diagnosis Murder	Classic;Series	SE	https://jmp2.uk/plu-668bf7dd74f5ec000817e6d1.m3u8
Diagnosis Murder	Classic;Series	SE	https://jmp2.uk/plu-668bf91208d5490008065ffd.m3u8
Diagnosis Murder	Classic;Series	SE	https://jmp2.uk/plu-668bf9be0642e5000815102d.m3u8
Dynasty	Classic;Series	DE	https://jmp2.uk/plu-622f48de713e510007f85808.m3u8
Dynasty	Classic;Series	DE	https://jmp2.uk/plu-65cb76ea11ced70008206b66.m3u8
Happy Days	Classic;Series	SE	https://jmp2.uk/plu-654a4e29ab05240008a18625.m3u8
Happy Days	Classic;Series	SE	https://jmp2.uk/plu-654a508d986ad20008a456a5.m3u8
Happy Days	Classic;Series	SE	https://jmp2.uk/plu-654a52254d6d8f00084eacfc.m3u8
JAG	Classic;Series	SE	https://jmp2.uk/plu-654a4ab92c1d330008657ae5.m3u8
JAG	Classic;Series	SE	https://jmp2.uk/plu-654a4fc753fc9700083ae79f.m3u8
JAG	Classic;Series	SE	https://jmp2.uk/plu-654a515f986ad20008a4593b.m3u8
MacGyver	Classic;Series	SE	https://jmp2.uk/plu-654a59742c1d33000865a797.m3u8
MacGyver	Classic;Series	SE	https://jmp2.uk/plu-654a59d483595c0008187514.m3u8
MacGyver	Classic;Series	SE	https://jmp2.uk/plu-63a19eceb3d0eb0007439c34.m3u8
Matlock	Classic;Series	SE	https://jmp2.uk/plu-66290a779e68c20008a18cf3.m3u8
Matlock	Classic;Series	SE	https://jmp2.uk/plu-66290b7523e24f000832cc17.m3u8
Matlock	Classic;Series	SE	https://jmp2.uk/plu-66290c12801af8000850c1a9.m3u8
Mission Impossible	Classic;Series	SE	https://jmp2.uk/plu-6478a9e4f77b61000817034b.m3u8
Mission Impossible	Classic;Series	SE	https://jmp2.uk/plu-639b4eb4da3fda0008036f6e.m3u8
Mission Impossible	Classic;Series	SE	https://jmp2.uk/plu-639b4f14be012600070fe1be.m3u8
Rawhide	Classic;Series	SE	https://jmp2.uk/plu-6964ba787e92438c2754e924.m3u8
Rawhide	Classic;Series	SE	https://jmp2.uk/plu-6964baa63dfd98e10945ac51.m3u8
Rawhide	Classic;Series	SE	https://jmp2.uk/plu-6964bb3640c8de392514a0c6.m3u8
The Twilight Zone	Classic;Series	US	https://jmp2.uk/plu-67352ed93a61d4000881f9fa.m3u8
The Wild Wild West	Classic;Series	SE	https://jmp2.uk/plu-6964bc3806d76f50db3e315e.m3u8
The Wild Wild West	Classic;Series	SE	https://jmp2.uk/plu-6964bca2a6c400fd418854a2.m3u8
The Wild Wild West	Classic;Series	SE	https://jmp2.uk/plu-6964bcf9ae33e24d911d7e1c.m3u8
Timeless TV	Classic;Shop	US	https://timelesstv1-301f.kxcdn.com/hls/TimelessTV.m3u8
13 Humor (1080p)	Comedy	CL	https://origin.dpsgo.com/ssai/event/cKWySXKgSK-SzlJmESkOWw/master.m3u8
30A Ridiculous TV (720p)	Comedy	US	https://30a-tv.com/feeds/720p/63.m3u8
AFV (720p)	Comedy	US	https://linear-12.frequency.stream/dist/plex/12/hls/master/playlist.m3u8
Alle hassen Chris	Comedy	DE	https://jmp2.uk/plu-622f6e1e2792150007e0b2ff.m3u8
Awkward	Comedy	SE	https://jmp2.uk/plu-61c0925c738ecd000882450a.m3u8
Beavis and Butt-Head	Comedy	SE	https://jmp2.uk/plu-6486e8984cfc2c0008b6844e.m3u8
Beavis and Butt-Head	Comedy	SE	https://jmp2.uk/plu-6486e8328e3c0a0008e5686c.m3u8
Beavis and Butt-Head	Comedy	SE	https://jmp2.uk/plu-6486e8b48e3c0a0008e56914.m3u8
Becker	Comedy	DE	https://jmp2.uk/plu-630348a54c48ce00077eb6c7.m3u8
BET Throwbacks	Comedy	US	https://jmp2.uk/plu-61326275b3c86a00078e4833.m3u8
Black Family Sitcoms	Comedy	US	https://jmp2.uk/plu-686d61503484d6073283059d.m3u8
Broad City	Comedy	SE	https://jmp2.uk/plu-65cba73611ced700082123bc.m3u8
Broad City	Comedy	SE	https://jmp2.uk/plu-65cba778ec452d0008acbe86.m3u8
Broad City	Comedy	SE	https://jmp2.uk/plu-65cba7b1ec452d0008acbed8.m3u8
Camera Smile (480p)	Comedy	US	https://rpn.bozztv.com/gusa/gusa-camerasmile/index.m3u8
Caroline in the City	Comedy	SE	https://jmp2.uk/plu-66a7aa44cd0d31000843942b.m3u8
Caroline in the City	Comedy	SE	https://jmp2.uk/plu-66a7aac9d512590008ab2dcb.m3u8
Caroline in the City	Comedy	SE	https://jmp2.uk/plu-66a7ab4dcd0d3100084395b4.m3u8
CC Pluto TV	Comedy	DE	https://jmp2.uk/plu-5d4947590ba40f75dc29c26b.m3u8
Chappelle's Show	Comedy	SE	https://jmp2.uk/plu-65e976ad0d456100082d9b74.m3u8
Chappelle's Show	Comedy	SE	https://jmp2.uk/plu-65e977a618036500082ec972.m3u8
Chappelle's Show	Comedy	SE	https://jmp2.uk/plu-65e9783b0d456100082d9e05.m3u8
Cheers	Comedy	DE	https://jmp2.uk/plu-611e7f224676bf00076a4d8d.m3u8
Cheers	Comedy	DE	https://jmp2.uk/plu-65cce14060eb870008dbd003.m3u8
Cheers	Comedy	SE	https://jmp2.uk/plu-63e389dcc111bc0008ee5b8c.m3u8
Cheers + Frasier	Comedy	US	https://jmp2.uk/plu-66ba495ffe11e5000881f049.m3u8
Classic TV Comedy	Comedy	US	https://jmp2.uk/plu-5f15e32b297f96000768f928.m3u8
Comedia a lo bestia de Pluto TV	Comedy	DE	https://jmp2.uk/plu-68de3db35fc0afe85de0b843.m3u8
Comedy Central	Comedy	SE	https://jmp2.uk/plu-61c0b550e0d3a700072b6a2a.m3u8
Comedy Central	Comedy	US	https://jmp2.uk/plu-64f8a408bd341e000818fcda.m3u8
Comedy Central (720p)	Comedy	SE	https://jmp2.uk/plu-61c0989431084d0007eab12d.m3u8
Comedy Central Animation	Comedy	US	https://jmp2.uk/plu-64f8a949f5b5e4000862467c.m3u8
Comedy Central en español	Comedy	US	https://jmp2.uk/plu-5cf96dad1652631e36d43320.m3u8
Comedy Central Latin America	Comedy	US	http://190.93.224.42/COMEDY-CENTRAL/index.m3u8
Comedy Central Pluto TV	Comedy	US	https://jmp2.uk/plu-5f357e91b18f0b00073583d2.m3u8
Comedy Central Pluto TV	Comedy	US	https://jmp2.uk/plu-5ffcc21a432945000762d06b.m3u8
Comedy Central Pluto TV	Comedy	US	https://jmp2.uk/plu-5ca671f215a62078d2ec0abf.m3u8
Comedy Central Roast	Comedy	SE	https://jmp2.uk/plu-6641fd41b18d700008e7e2b8.m3u8
Comedy Dynamics	Comedy	US	https://d3a5mry3t5fzw9.cloudfront.net/playlist.m3u8
Comedy Dynamics	Comedy	US	https://aegis-cloudfront-1.tubi.video/03cfa38e-ff8b-4e52-8fd2-084636c0c043/playlist.m3u8
Comedy Dynamics	Comedy	US	https://linear-903.frequency.stream/dist/xumo/903/hls/master/playlist.m3u8
Comedy Play (576i)	Comedy	RO	https://stream1.antenaplay.ro/live/ComedyPlay/chunklist.m3u8
Crazy Ex-Girlfriend	Comedy	SE	https://jmp2.uk/plu-693ae5660eedebc8d5db6579.m3u8
Crazy Ex-Girlfriend	Comedy	SE	https://jmp2.uk/plu-693ae58fc2d0f38be38df821.m3u8
Crazy Ex-Girlfriend	Comedy	SE	https://jmp2.uk/plu-693ae5b792fad2e93412a2c7.m3u8
Daria	Comedy	US	https://jmp2.uk/plu-62d0895ebe7a970008785244.m3u8
Dry Bar Comedy (720p)	Comedy	US	https://drybar-drybarcomedy-1-au.samsung.wurl.tv/playlist.m3u8
Dry Bar Comedy+	Comedy	US	https://drybar-drybarcomedy-1-ca.samsung.wurl.tv/playlist.m3u8
Dry Bar Comedy+	Comedy	US	https://drybar-drybarcomedy-1-nz.samsung.wurl.tv/playlist.m3u8
Dry Bar Comedy+	Comedy	US	https://drybar-drybarcomedy-1-us.samsung.wurl.tv/playlist.m3u8
ETV Comedy (1080p)	Comedy	IN	https://cc-wie8j8y69d2uy.akamaized.net/WWBI/Amagi/ETV_Comedy_IN/playlist.m3u8
Everybody Hates Chris	Comedy	SE	https://jmp2.uk/plu-63a1cab19ab2df0007bf1c8b.m3u8
Everybody Hates Chris	Comedy	SE	https://jmp2.uk/plu-697b5a6c9567bf7b5f71a350.m3u8
Everybody Hates Chris	Comedy	SE	https://jmp2.uk/plu-697b5be36dc3c71eb14d728a.m3u8
Fail Army (720p)	Comedy	US	https://bd93cfed.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/UmFrdXRlblRWLWV1X0ZhaWxBcm15X0hMUw/playlist.m3u8
Failarmy	Comedy	US	https://failarmy-international-it.samsung.wurl.tv/playlist.m3u8
FailArmy	Comedy	US	https://jmp2.uk/plu-5f5141c1605ddf000748eb1b.m3u8
FailArmy	Comedy	US	https://jmp2.uk/plu-62bdb5500c21270007218ce1.m3u8
FailArmy	Comedy	US	https://jmp2.uk/plu-6177f6bf7693550007531275.m3u8
FailArmy	Comedy	US	https://failarmy-international-dk.samsung.wurl.tv/playlist.m3u8
FailArmy	Comedy	US	https://jmp2.uk/plu-5f1abf5fafb5ee0007d4d0ca.m3u8
FailArmy	Comedy	US	https://failarmy-international-fi.samsung.wurl.tv/playlist.m3u8
FailArmy	Comedy	US	https://jmp2.uk/plu-5f8ecd9169d2d4000864a974.m3u8
FailArmy	Comedy	US	https://failarmy-international-in.samsung.wurl.tv/playlist.m3u8
FailArmy	Comedy	US	https://jmp2.uk/plu-608014d19a26320007c92ab6.m3u8
FailArmy	Comedy	US	https://jmp2.uk/plu-5ebaccf1734aaf0007142c86.m3u8
FailArmy	Comedy	US	https://failarmy-international-mx.samsung.wurl.tv/playlist.m3u8
FailArmy	Comedy	US	https://failarmy-international-nl.samsung.wurl.tv/playlist.m3u8
FailArmy	Comedy	US	https://jmp2.uk/plu-61781077929e930007c194ee.m3u8
FailArmy	Comedy	US	https://failarmy-international-no.samsung.wurl.tv/playlist.m3u8
FailArmy	Comedy	US	https://jmp2.uk/plu-6178037c35922000072a2ff5.m3u8
FailArmy	Comedy	US	https://failarmy-international-se.samsung.wurl.tv/playlist.m3u8
FailArmy	Comedy	US	https://jmp2.uk/plu-554158e864526b29254ff105.m3u8
FailArmy	Comedy	US	https://pb-w5ixcojas1swl.akamaized.net/playlist.m3u8
FailArmy (720p)	Comedy	US	https://failarmy-international-gb.samsung.wurl.tv/playlist.m3u8
Failarmy International (720p)	Comedy	US	https://failarmy-international-au.samsung.wurl.tv/playlist.m3u8
Family Ties	Comedy	SE	https://jmp2.uk/plu-654a4a3ef91d250008ac089b.m3u8
Family Ties	Comedy	SE	https://jmp2.uk/plu-654a4f7bf9cc8200086877d5.m3u8
Family Ties	Comedy	SE	https://jmp2.uk/plu-654a510d986ad20008a45874.m3u8
Fora Tedio TV (720p)	Comedy	BR	https://stmv2.srvif.com/foratedio/foratedio/playlist.m3u8
Frasier	Comedy	DE	https://jmp2.uk/plu-62cebf042ffc6d0007c4e59a.m3u8
Frasier: Berühmte Gäste	Comedy	DE	https://jmp2.uk/plu-6790fa9e1cfc4aa96dfadcef.m3u8
Funny AF	Comedy	DE	https://jmp2.uk/plu-65a6a5e90c7ff50008cb9815.m3u8
Funny AF	Comedy	US	https://jmp2.uk/plu-580e87ff497c73ba2f321dd3.m3u8
HAHA TV	Comedy	SK	https://dash3.antik.sk/live/test_haha_tv/playlist.m3u8
