# line name	matched via	public name	url
P HSN	id	HSN	https://a-cdn.klowdtv.com/live2/hsn_720p/playlist.m3u8
P JOHNNY CARSON TV	id	Johnny Carson TV	https://johnnycarson-vizio.amagi.tv/playlist.m3u8
P JUDGE NOSEY	id	Judge Nosey	https://jmp2.uk/plu-5e9decb953e157000752321c.m3u8
P LOCALISH	id	Localish	https://aegis-cloudfront-1.tubi.video/0ecc85a2-5e1b-482a-9c69-3eaaee160f2e/index.m3u8
P NOSEY	id	Nosey	https://jmp2.uk/plu-5dc2ba1a9c91420009db4858.m3u8
P PBS ANTIQUES ROADSHOW	id	Antiques Roadshow UK	https://dbbg0ax8bgo7d.cloudfront.net/playlist.m3u8
P PORTLANDIA	id	Portlandia	https://amc-portlandia-1-us.xumo.wurl.tv/playlist.m3u8
P QVC	id	QVC	https://a-cdn.klowdtv.com/live2/qvclive_720p/playlist.m3u8
P TELEMUNDO AL DÍA	id	Telemundo	http://190.124.20.69/Telemundo/index.m3u8
P THE BOB ROSS CHANNEL	id	The Bob Ross Channel	https://jmp2.uk/plu-5f36d726234ce10007784f2a.m3u8
P THE CHALLENGE	id	The Challenge	https://jmp2.uk/plu-64f8a22a3efb510008245df0.m3u8
P THE PET COLLECTIVE	id	The Pet Collective	https://the-pet-collective-international-in.samsung.wurl.tv/playlist.m3u8
P THE WALKING DEAD UNIVERSE	id	The Walking Dead Universe	https://pb-7ien6yaxy2am1.akamaized.net/playlist.m3u8
P THIS OLD HOUSE	id	This Old House	https://jmp2.uk/plu-5d51e791b7dba3b2ae990ab2.m3u8
P TINY HOUSE NATION	id	Tiny House Nation	https://7e5c93fc.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/UmFrdXRlblRWLWdiX1RpbnlIb3VzZU5hdGlvbl9ITFM/playlist.m3u8
P TMZ	id	TMZ	https://aegis-cloudfront-1.tubi.video/57c1fa3c-566b-4998-b6de-d6de67031d99/index.m3u8
P TRUE HISTORY	id	True History (720p)	https://linear-188.frequency.stream/dist/glewedtv/188/hls/master/playlist.m3u8
P TV CLASSICS	id	Pluto TV MTV Classic (720p)	https://jmp2.uk/plu-66a01dcb8561260008b0a41d.m3u8
P UNSOLVED MYSTERIES	id	Unsolved Mysteries	https://jmp2.uk/plu-5bd05b4694d45d266bc951f2.m3u8
P XITE 90S THROWBACK	id	XITE 90's Throwback (1080p)	https://d284aawtm5vi48.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-fjdfi2br1jtq7/XITE_90s_Throwback.m3u8
P YAHOO FINANCE LIVE	id	Yahoo! Finance	https://amg00119-amg00119c1-firetv-us-4205.playouts.now.amagi.tv/playlist.m3u8
VEVO 2K	name	Vevo 2K	https://jmp2.uk/plu-5fd7bca3e0a4ee0007a38e8c.m3u8
VEVO 70S	name	Vevo '70s	https://jmp2.uk/plu-5f32f26bcd8aea00071240e5.m3u8
VEVO 80S	name	Vevo '80s	https://jmp2.uk/plu-5fd7b8bf927e090007685853.m3u8
VEVO 90S	name	Vevo '90s	https://jmp2.uk/plu-5fd7bb1f86d94a000796e2c2.m3u8
VEVO COUNTRY	name	Vevo Country	https://jmp2.uk/plu-5da0d75e84830900098a1ea0.m3u8
VEVO LATINO	name	Vevo Latino	https://d1vgg34wqvwdqj.cloudfront.net/Vevo_Latino.m3u8
VEVO POP	name	Vevo Pop	https://amg00056-amg00056c9-rakuten-fr-3243.playouts.now.amagi.tv/playlist/amg00056-vevotvfast-vevopopfr-rakutenfr/playlist.m3u8
VEVO RETRO ROCK	name	Vevo Retro Rock	https://d2hdqrshyzxswl.cloudfront.net/Vevo_Retro_Rock.m3u8
VEVO TRUE SCHOOL HIP-HOP	name	Vevo True School Hip-Hop	https://jmp2.uk/plu-61d4c2817a823d00070ba53e.m3u8
FOX	id	Fox	http://stream.cammonitorplus.net/1752/index.m3u8
US BEIN SPORTS XTRA ᴴᴰ	id	beIN SPORTS XTRA	https://bein-beinxtrasports-firetv.amagi.tv/playlist.m3u8
|US| BEIN SPORTS XTRA ᴴᴰ	id	beIN SPORTS XTRA	https://bein-beinxtrasports-firetv.amagi.tv/playlist.m3u8
US TENNIS CHANNEL PLUS11	id	Tennis Channel	https://jmp2.uk/plu-6870c9333ffa5e0c914e9205.m3u8
US TENNIS CHANNEL PLUS 1	id	Tennis Channel	https://jmp2.uk/plu-6870c9333ffa5e0c914e9205.m3u8
US TENNIS CHANNEL PLUS 2	id	Tennis Channel	https://jmp2.uk/plu-6870c9333ffa5e0c914e9205.m3u8
US TENNIS CHANNEL PLUS 3	id	Tennis Channel	https://jmp2.uk/plu-6870c9333ffa5e0c914e9205.m3u8
US TENNIS CHANNEL PLUS 4	id	Tennis Channel	https://jmp2.uk/plu-6870c9333ffa5e0c914e9205.m3u8
US TENNIS CHANNEL PLUS 5	id	Tennis Channel	https://jmp2.uk/plu-6870c9333ffa5e0c914e9205.m3u8
US TENNIS CHANNEL PLUS 6	id	Tennis Channel	https://jmp2.uk/plu-6870c9333ffa5e0c914e9205.m3u8
US TENNIS CHANNEL PLUS 7	id	Tennis Channel	https://jmp2.uk/plu-6870c9333ffa5e0c914e9205.m3u8
US TENNIS CHANNEL PLUS 8	id	Tennis Channel	https://jmp2.uk/plu-6870c9333ffa5e0c914e9205.m3u8
US TENNIS CHANNEL PLUS 9	id	Tennis Channel	https://jmp2.uk/plu-6870c9333ffa5e0c914e9205.m3u8
US TENNIS CHANNEL PLUS 10	id	Tennis Channel	https://jmp2.uk/plu-6870c9333ffa5e0c914e9205.m3u8
US TENNIS CHANNEL PLUS 12	id	Tennis Channel	https://jmp2.uk/plu-6870c9333ffa5e0c914e9205.m3u8
US TENNIS CHANNEL ᴴᴰ	id	Tennis Channel	https://jmp2.uk/plu-6870c9333ffa5e0c914e9205.m3u8
|US| Tennis Channel ᴴᴰ	id	Tennis Channel	https://jmp2.uk/plu-6870c9333ffa5e0c914e9205.m3u8
FLO RACING 06	id	FloRacing 24/7 (1080p)	https://amg02278-amg02278c1-flosports-worldwide-7592.playouts.now.amagi.tv/playlist.m3u8
FLO RACING 7	id	FloRacing 24/7 (1080p)	https://amg02278-amg02278c1-flosports-worldwide-7592.playouts.now.amagi.tv/playlist.m3u8
FLO RACING 8	id	FloRacing 24/7 (1080p)	https://amg02278-amg02278c1-flosports-worldwide-7592.playouts.now.amagi.tv/playlist.m3u8
FLO RACING 9	id	FloRacing 24/7 (1080p)	https://amg02278-amg02278c1-flosports-worldwide-7592.playouts.now.amagi.tv/playlist.m3u8
FLO RACING 10	id	FloRacing 24/7 (1080p)	https://amg02278-amg02278c1-flosports-worldwide-7592.playouts.now.amagi.tv/playlist.m3u8
FLO RACING 11	id	FloRacing 24/7 (1080p)	https://amg02278-amg02278c1-flosports-worldwide-7592.playouts.now.amagi.tv/playlist.m3u8
FLO RACING 12	id	FloRacing 24/7 (1080p)	https://amg02278-amg02278c1-flosports-worldwide-7592.playouts.now.amagi.tv/playlist.m3u8
FLO RACING 13	id	FloRacing 24/7 (1080p)	https://amg02278-amg02278c1-flosports-worldwide-7592.playouts.now.amagi.tv/playlist.m3u8
FLO RACING 14	id	FloRacing 24/7 (1080p)	https://amg02278-amg02278c1-flosports-worldwide-7592.playouts.now.amagi.tv/playlist.m3u8
FLO RACING 15	id	FloRacing 24/7 (1080p)	https://amg02278-amg02278c1-flosports-worldwide-7592.playouts.now.amagi.tv/playlist.m3u8
FLO RACING 16	id	FloRacing 24/7 (1080p)	https://amg02278-amg02278c1-flosports-worldwide-7592.playouts.now.amagi.tv/playlist.m3u8
FLO RACING 17	id	FloRacing 24/7 (1080p)	https://amg02278-amg02278c1-flosports-worldwide-7592.playouts.now.amagi.tv/playlist.m3u8
FLO RACING 18	id	FloRacing 24/7 (1080p)	https://amg02278-amg02278c1-flosports-worldwide-7592.playouts.now.amagi.tv/playlist.m3u8
FLO RACING 19	id	FloRacing 24/7 (1080p)	https://amg02278-amg02278c1-flosports-worldwide-7592.playouts.now.amagi.tv/playlist.m3u8
FLO RACING 20	id	FloRacing 24/7 (1080p)	https://amg02278-amg02278c1-flosports-worldwide-7592.playouts.now.amagi.tv/playlist.m3u8
FLO RACING 21	id	FloRacing 24/7 (1080p)	https://amg02278-amg02278c1-flosports-worldwide-7592.playouts.now.amagi.tv/playlist.m3u8
FLO RACING 22	id	FloRacing 24/7 (1080p)	https://amg02278-amg02278c1-flosports-worldwide-7592.playouts.now.amagi.tv/playlist.m3u8
FLO RACING 23	id	FloRacing 24/7 (1080p)	https://amg02278-amg02278c1-flosports-worldwide-7592.playouts.now.amagi.tv/playlist.m3u8
FLO RACING 24	id	FloRacing 24/7 (1080p)	https://amg02278-amg02278c1-flosports-worldwide-7592.playouts.now.amagi.tv/playlist.m3u8
FLO RACING 25	id	FloRacing 24/7 (1080p)	https://amg02278-amg02278c1-flosports-worldwide-7592.playouts.now.amagi.tv/playlist.m3u8
FLO RACING 26	id	FloRacing 24/7 (1080p)	https://amg02278-amg02278c1-flosports-worldwide-7592.playouts.now.amagi.tv/playlist.m3u8
FLO RACING 27	id	FloRacing 24/7 (1080p)	https://amg02278-amg02278c1-flosports-worldwide-7592.playouts.now.amagi.tv/playlist.m3u8
FLO RACING 28	id	FloRacing 24/7 (1080p)	https://amg02278-amg02278c1-flosports-worldwide-7592.playouts.now.amagi.tv/playlist.m3u8
FLO RACING 29	id	FloRacing 24/7 (1080p)	https://amg02278-amg02278c1-flosports-worldwide-7592.playouts.now.amagi.tv/playlist.m3u8
FLO RACING 30	id	FloRacing 24/7 (1080p)	https://amg02278-amg02278c1-flosports-worldwide-7592.playouts.now.amagi.tv/playlist.m3u8
FLO RACING 31	id	FloRacing 24/7 (1080p)	https://amg02278-amg02278c1-flosports-worldwide-7592.playouts.now.amagi.tv/playlist.m3u8
FLO RACING 32	id	FloRacing 24/7 (1080p)	https://amg02278-amg02278c1-flosports-worldwide-7592.playouts.now.amagi.tv/playlist.m3u8
FLO RACING 33	id	FloRacing 24/7 (1080p)	https://amg02278-amg02278c1-flosports-worldwide-7592.playouts.now.amagi.tv/playlist.m3u8
FLO RACING 34	id	FloRacing 24/7 (1080p)	https://amg02278-amg02278c1-flosports-worldwide-7592.playouts.now.amagi.tv/playlist.m3u8
FLO RACING 35	id	FloRacing 24/7 (1080p)	https://amg02278-amg02278c1-flosports-worldwide-7592.playouts.now.amagi.tv/playlist.m3u8
FLO RACING 36	id	FloRacing 24/7 (1080p)	https://amg02278-amg02278c1-flosports-worldwide-7592.playouts.now.amagi.tv/playlist.m3u8
FLO RACING 37	id	FloRacing 24/7 (1080p)	https://amg02278-amg02278c1-flosports-worldwide-7592.playouts.now.amagi.tv/playlist.m3u8
FLO RACING 38	id	FloRacing 24/7 (1080p)	https://amg02278-amg02278c1-flosports-worldwide-7592.playouts.now.amagi.tv/playlist.m3u8
FLO RACING 39	id	FloRacing 24/7 (1080p)	https://amg02278-amg02278c1-flosports-worldwide-7592.playouts.now.amagi.tv/playlist.m3u8
FLO RACING 40	id	FloRacing 24/7 (1080p)	https://amg02278-amg02278c1-flosports-worldwide-7592.playouts.now.amagi.tv/playlist.m3u8
NBA NBA TV	id	NBA TV	https://amg00556-amg00556c3-firetv-us-6060.playouts.now.amagi.tv/playlist.m3u8
NFL -	name	NFL Channel	https://jmp2.uk/plu-5ced7d5df64be98e07ed47b6.m3u8
SKY SPORTS NFL ᴴᴰ	name	Sky Sports NFL	https://7nyaler.streamhostingcdn.top/stream/12/index.m3u8
NFL   | 4k -	name	NFL Channel	https://jmp2.uk/plu-5ced7d5df64be98e07ed47b6.m3u8
Sky Sports NFL ᴴᴰ	name	Sky Sports NFL	https://7nyaler.streamhostingcdn.top/stream/12/index.m3u8
NHL NHL NETWORK	id	NHL Network	https://aegis-cloudfront-1.tubi.video/1f4cbb33-cb23-40ab-b54b-2965cc551b32/playlist.m3u8
FOOD NETWORK	name	Food Network	https://streaming.aurora.enhanced.live/live/mpc/enl0eG1mLmVncmVzcy5mZDJ2eHI=/out/v1/IT_SIMULCAST/FOODNETWORK/CMAF/index.m3u8
FITE TV 247 ᴴᴰ	name	FITE 24/7	https://a-cdn.klowdtv.com/live2/fite247_720p/playlist.m3u8
FITE TV 247 ᴴᴰ	name	FITE 24/7	https://a-cdn.klowdtv.com/live2/fite247_720p/playlist.m3u8
Fite TV 24/7 ᴴᴰ (D)	name	FITE 24/7	https://a-cdn.klowdtv.com/live2/fite247_720p/playlist.m3u8
Fite TV 24/7 ᴴᴰ (D)	name	FITE 24/7	https://a-cdn.klowdtv.com/live2/fite247_720p/playlist.m3u8
MOTOGP	name	MotoGP Channel (1080p)	https://d1kqz1q7knpsue.cloudfront.net/MotoGP.m3u8
MOTOGP	name	MotoGP Channel (1080p)	https://d1kqz1q7knpsue.cloudfront.net/MotoGP.m3u8
MOTOGP	name	MotoGP Channel (1080p)	https://d1kqz1q7knpsue.cloudfront.net/MotoGP.m3u8
MotoGPⓧ | //	name	MotoGP Channel (1080p)	https://d1kqz1q7knpsue.cloudfront.net/MotoGP.m3u8
MotoGPⓧ | ///	name	MotoGP Channel (1080p)	https://d1kqz1q7knpsue.cloudfront.net/MotoGP.m3u8
MotoGPⓧ | //	name	MotoGP Channel (1080p)	https://d1kqz1q7knpsue.cloudfront.net/MotoGP.m3u8
NOW HK NOW PREMIER SPORTS	id	Premier Sports (1080p)	https://amg19223-amg19223c3-amgplt0351.playout.now3.amagi.tv/playlist/amg19223-amg19223c3-amgplt0351/playlist.m3u8
NOW HK PREMIER SPORTS 3	id	Premier Sports (1080p)	https://amg19223-amg19223c3-amgplt0351.playout.now3.amagi.tv/playlist/amg19223-amg19223c3-amgplt0351/playlist.m3u8
NOW HK PREMIER SPORTS 4	id	Premier Sports (1080p)	https://amg19223-amg19223c3-amgplt0351.playout.now3.amagi.tv/playlist/amg19223-amg19223c3-amgplt0351/playlist.m3u8
NOW HK PREMIER SPORTS 5	id	Premier Sports (1080p)	https://amg19223-amg19223c3-amgplt0351.playout.now3.amagi.tv/playlist/amg19223-amg19223c3-amgplt0351/playlist.m3u8
NOW HK PREMIER SPORTS 6	id	Premier Sports (1080p)	https://amg19223-amg19223c3-amgplt0351.playout.now3.amagi.tv/playlist/amg19223-amg19223c3-amgplt0351/playlist.m3u8
NOW HK PREMIER SPORTS 8	id	Premier Sports (1080p)	https://amg19223-amg19223c3-amgplt0351.playout.now3.amagi.tv/playlist/amg19223-amg19223c3-amgplt0351/playlist.m3u8
FLOW SPORTS	id	Willow Sports	https://jmp2.uk/plu-6972546cc62833833a187f50.m3u8
FLOW SPORTS 1	id	Willow Sports	https://jmp2.uk/plu-6972546cc62833833a187f50.m3u8
MEATEATER	name	MeatEater (1080p)	https://d7hbn1ntae5ib.cloudfront.net/playlist.m3u8
EXTRA TV	name	Extra TV (1080p)	https://streaming.social3.hr/ExtraTVudzdhr5/uUankWqpXD/1.m3u8
CRO HRT 1	id	HRT 1 (720p)	https://webtvstream.bhtelecom.ba/hrt1.m3u8
CRO HRT 1 ᴴᴰ	id	HRT 1 (720p)	https://webtvstream.bhtelecom.ba/hrt1.m3u8
CRO HRT 1 ᵁᴴᴰ	id	HRT 1 (720p)	https://webtvstream.bhtelecom.ba/hrt1.m3u8
CRO HRT 2	id	HRT 2 (720p)	https://webtvstream.bhtelecom.ba/hrt2.m3u8
CRO HRT 2 ᴴᴰ	id	HRT 2 (720p)	https://webtvstream.bhtelecom.ba/hrt2.m3u8
CRO HRT 2 ᵁᴴᴰ	id	HRT 2 (720p)	https://webtvstream.bhtelecom.ba/hrt2.m3u8
CRO HRT 3	id	HRT 3 (720p)	https://webtvstream.bhtelecom.ba/hrt3.m3u8
CRO HRT 3 ᴴᴰ	id	HRT 3 (720p)	https://webtvstream.bhtelecom.ba/hrt3.m3u8
CRO HRT 3 ᵁᴴᴰ	id	HRT 3 (720p)	https://webtvstream.bhtelecom.ba/hrt3.m3u8
CRO NICK JR	id	Nick Jr.	http://tvsen7.aynascope.net/nickjr/index.m3u8
|CRO| HRT 1	id	HRT 1 (720p)	https://webtvstream.bhtelecom.ba/hrt1.m3u8
|CRO| HRT 1 ᵁᴴᴰ	id	HRT 1 (720p)	https://webtvstream.bhtelecom.ba/hrt1.m3u8
|CRO| HRT 1 ᴴᴰ	id	HRT 1 (720p)	https://webtvstream.bhtelecom.ba/hrt1.m3u8
|CRO| HRT 2	id	HRT 2 (720p)	https://webtvstream.bhtelecom.ba/hrt2.m3u8
|CRO| HRT 2 ᵁᴴᴰ	id	HRT 2 (720p)	https://webtvstream.bhtelecom.ba/hrt2.m3u8
|CRO| HRT 2 ᴴᴰ	id	HRT 2 (720p)	https://webtvstream.bhtelecom.ba/hrt2.m3u8
|CRO| HRT 3	id	HRT 3 (720p)	https://webtvstream.bhtelecom.ba/hrt3.m3u8
|CRO| HRT 3 ᵁᴴᴰ	id	HRT 3 (720p)	https://webtvstream.bhtelecom.ba/hrt3.m3u8
|CRO| HRT 3 ᴴᴰ	id	HRT 3 (720p)	https://webtvstream.bhtelecom.ba/hrt3.m3u8
|CRO| KANAL RI	id	Kanal Ri	https://live.kanal-ri.click/LiveApp/streams/B6HK3voDwNsRQoLm1124882102135504.m3u8
|CRO| NATIONAL GEOGRAPHIC	id	National Geographic (1080p)	http://176.61.157.250/NationalGeographic/index.m3u8
|CRO| NATIONAL GEOGRAPHIC ᵁᴴᴰ	id	National Geographic (1080p)	http://176.61.157.250/NationalGeographic/index.m3u8
|CRO| NICKELODEON  [MULTI-AUDIO]	id	Nickelodeon (1080p)	http://176.61.157.250/Nickelodeon/index.m3u8
NICK JR HR	id	Nick Jr.	http://tvsen7.aynascope.net/nickjr/index.m3u8
DISNEY CHANNEL RS	id	Disney Channel (720p) [Geo-blocked]	http://212.5.144.156/disney/index.m3u8
NICK JR RS	id	Nick Jr.	http://tvsen7.aynascope.net/nickjr/index.m3u8
NICKTOONS RS	id	Nicktoons	http://41.205.93.154/NICKTOONS/index.m3u8
NBA TV RS	id	NBA TV	https://amg00556-amg00556c3-firetv-us-6060.playouts.now.amagi.tv/playlist.m3u8
MINIMAX	name	Minimax	http://88.212.15.19/live/minimax_hun/index.m3u8
EXYU NICK JR	id	Nick Jr.	http://tvsen7.aynascope.net/nickjr/index.m3u8
KURIR ᴴᴰ	name	Kurir TV	https://static.am.mediaoutcast.com/storage/nQJnjJkO/nQJnjJkO/stream/O68x4o8g/720p/720p.m3u8
RED TV ᴴᴰ	name	.red	http://stream.mcquack.net/69/index.m3u8
SRB RTS 1	id	RTS 1 (720p) [Not 24/7]	https://webtvstream.bhtelecom.ba/rts1.m3u8
SRB RTS 1 ᵁᴴᴰ	id	RTS 1 (720p) [Not 24/7]	https://webtvstream.bhtelecom.ba/rts1.m3u8
SRB RTS 2 ᴴᴰ	id	RTS 2	https://webtvstream.bhtelecom.ba/rts2.m3u8
SRB RTS 2 ᵁᴴᴰ	id	RTS 2	https://webtvstream.bhtelecom.ba/rts2.m3u8
SRB RTS SVET	id	RTS Svet	https://webtvstream.bhtelecom.ba/rts_svet.m3u8
SANDZAK TV	name	Sandzak TV (576p)	https://streaming.iptv.nextfiber.rs/nxt004/master.m3u8
TV HRAM	name	TV Hram (576p) [Not 24/7]	https://vod1.laki.eu/live/hram/index.m3u8
TV HRAM ᴴᴰ	name	TV Hram (576p) [Not 24/7]	https://vod1.laki.eu/live/hram/index.m3u8
|SRB| RTS 1 ᵁᴴᴰ	id	RTS 1 (720p) [Not 24/7]	https://webtvstream.bhtelecom.ba/rts1.m3u8
|SRB| RTS 1	id	RTS 1 (720p) [Not 24/7]	https://webtvstream.bhtelecom.ba/rts1.m3u8
|SRB| RTS 2 ᵁᴴᴰ	id	RTS 2	https://webtvstream.bhtelecom.ba/rts2.m3u8
|SRB| RTS 2 ᴴᴰ	id	RTS 2	https://webtvstream.bhtelecom.ba/rts2.m3u8
|SRB| RTS SVET	id	RTS Svet	https://webtvstream.bhtelecom.ba/rts_svet.m3u8
RMC SPORT 1 ᵁᴴᴰ	name	RMC Sport 1	https://7nyaler.streamhostingcdn.top/stream/59/index.m3u8
GOLF CHANNEL	name	Golf Channel	https://dash4.antik.sk/live/test_golf_channel/playlist.m3u8
SPORT TV 1	name	Sport 1	http://88.212.15.19/live/sport1_hun/index.m3u8
SPORT TV 2	name	Sport 2	http://88.212.15.19/live/sport2_hun/index.m3u8
SPORT TV 3	name	Sport 3 (1080p)	http://stream.mcquack.net/393/index.m3u8
SPORT TV 4	name	Sport 4 (576p)	http://stream.mcquack.net/394/index.m3u8
SPORT TV 5	name	Sport 5 (1080p)	http://stream.mcquack.net/212/index.m3u8
DIGI SPORT 1 ᵁᴴᴰ	name	Digi Sport 1	https://7nyaler.streamhostingcdn.top/stream/79/index.m3u8
TRT SPOR	name	TRT Spor (720p)	https://corestream.siteyaptim.live/trt-spor/index.m3u8
TRT SPOR YILDIZ ᴴᴰ	name	TRT Spor Yildiz (1440p) [Geo-blocked]	https://trt.daioncdn.net/trtspor-yildiz/master.m3u8?app=web&platform=trtspor
|FR| RMC SPORT 1 ᵁᴴᴰ	id	RMC Sport 1	https://7nyaler.streamhostingcdn.top/stream/59/index.m3u8
|ES| TELE DEPORTE ᴴᴰ	id	Teledeporte	https://rtve01p.origin.c21livecloud.com/live-origin/tdp-hls/bitrate_1.m3u8
|RO| Digi Sport 1 ᵁᴴᴰ	id	Digi Sport 1	https://7nyaler.streamhostingcdn.top/stream/79/index.m3u8
|TR| TRT SPOR	id	TRT Spor (720p)	https://corestream.siteyaptim.live/trt-spor/index.m3u8
SPORT TV 1	name	Sport 1	http://88.212.15.19/live/sport1_hun/index.m3u8
SPORT TV 1	name	Sport 1	http://88.212.15.19/live/sport1_hun/index.m3u8
SPORT TV 2	name	Sport 2	http://88.212.15.19/live/sport2_hun/index.m3u8
SPORT TV 2	name	Sport 2	http://88.212.15.19/live/sport2_hun/index.m3u8
SPORT TV 3	name	Sport 3 (1080p)	http://stream.mcquack.net/393/index.m3u8
SPORT TV 3	name	Sport 3 (1080p)	http://stream.mcquack.net/393/index.m3u8
SPORT TV 4	name	Sport 4 (576p)	http://stream.mcquack.net/394/index.m3u8
SPORT TV 4	name	Sport 4 (576p)	http://stream.mcquack.net/394/index.m3u8
AGHANI AGHANI TV	name	Aghani Aghani TV (1080p)	https://cdn.streamlane.tv/hls/aghanitv/index.m3u8
MUSIC فيروز	name	Live Music	https://jmp2.uk/plu-5873fc21cad696fb37aa9054.m3u8
|MUSIC| فيروز	name	Live Music	https://jmp2.uk/plu-5873fc21cad696fb37aa9054.m3u8
TEEN	id	TeenNick (576p)	http://tvsen7.aynascope.net/teennick/index.m3u8
LATINA	name	Latina	https://redirector.rudo.video/hls-video/567ffde3fa319fadf3419efda25619456231dfea/latina/latina.smil/playlist.m3u8
LATINA	name	Latina	https://redirector.rudo.video/hls-video/567ffde3fa319fadf3419efda25619456231dfea/latina/latina.smil/playlist.m3u8
PENTHOUSE GOLD	id	This Old House	https://jmp2.uk/plu-5d51e791b7dba3b2ae990ab2.m3u8
TEEN	id	TeenNick (576p)	http://tvsen7.aynascope.net/teennick/index.m3u8
LATINA	name	Latina	https://redirector.rudo.video/hls-video/567ffde3fa319fadf3419efda25619456231dfea/latina/latina.smil/playlist.m3u8
TEEN	id	TeenNick (576p)	http://tvsen7.aynascope.net/teennick/index.m3u8
DUSK	id	Alien Nation by DUST (1080p)	https://dqi7ayt2o24fn.cloudfront.net/playlist.m3u8
XXL TV	id	PixL TV	https://frndlymsl.akamaized.net/hls/live/2006426/pixlmsl/pixlmsl/playlist.m3u8?hdnts=st=1606053234~exp=3216054041~acl=*~hmac=208d261d9f98d76a5ac30aa2ce51751f88ee50cfc24812b7cbea8b0397489a07
OUTDOOR	id	Outdoor America	https://linear-600.frequency.stream/dist/xumo/600/hls/master/playlist.m3u8
PENTHOUSE GOLD	id	This Old House	https://jmp2.uk/plu-5d51e791b7dba3b2ae990ab2.m3u8
DUSK	id	Alien Nation by DUST (1080p)	https://dqi7ayt2o24fn.cloudfront.net/playlist.m3u8
Outdoor (18+)	name	Outdoor Channel	https://cdn-apse1-prod.tsv2.amagi.tv/linear/amg00718-outdoorchannela-outdoortvnz-samsungnz/playlist.m3u8
